agency_name,county,population,nibrs_start_date,murder_and_nonnegligent_manslaughter,negligent_manslaughter,rape,robbery,assault,burglary,larceny_theft,motor_vehicle_theft,arson,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,months_reported,report_year,agency_type,university_pd,nibrs_eligible_months,has_preliminary_nibrs_reporting,nibrs_contribution_percentage
CAMERON CO CONSTABLE PCT 4,Cameron County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Constable,False,0,False,0.0
CAMERON CO SO,Cameron County,101348,2021-01-01,4,0,66,15,1193,181,474,85,3,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
CLINT PD,El Paso County,1138,2021-01-01,0,0,0,0,4,0,1,0,0,0,0,4,2021-12-31,Police Department,False,12,False,33.33
COMBES PD,Cameron County,3055,2019-10-01,0,0,4,0,25,5,29,2,0,0,0,12,2021-12-31,Police Department,False,12,False,100.0
DEL RIO PD,Val Verde County,35696,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,0,False,0.0
DONNA PD,Hidalgo County,16371,2017-04-01,0,0,14,12,254,48,317,43,1,1,4,12,2021-12-31,Police Department,False,12,False,100.0
EAGLE PASS PD,Maverick County,29807,2021-01-01,0,0,3,9,336,215,453,73,1,0,0,12,2021-12-31,Police Department,False,12,False,100.0
EDCOUCH PD,Hidalgo County,3287,2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,12,False,0.0
EDINBURG CISD PD,Hidalgo County,0,2020-12-01,0,0,0,0,68,0,5,0,0,0,0,10,2021-12-31,Police Department,False,12,False,83.33
EDINBURG PD,Hidalgo County,104604,2021-01-01,3,0,79,41,1925,264,1989,82,5,0,0,12,2021-12-31,Police Department,False,12,False,100.0
EL PASO CO SO,El Paso County,79634,2019-10-01,5,4,70,22,1317,124,496,112,7,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
EL PASO COMM COLLEGE PD,El Paso County,0,2021-01-01,0,0,0,0,0,1,1,0,0,0,0,2,2021-12-31,Sheriff's Office,True,12,False,16.67
EL PASO ISD PD,El Paso County,0,2021-01-01,0,0,6,3,194,18,52,4,0,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
EL PASO PD,El Paso County,684737,2019-08-01,33,6,370,243,6233,1189,6832,1023,41,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
ELSA PD,Hidalgo County,7205,2021-01-01,0,0,2,1,98,30,145,7,0,0,0,12,2021-12-31,Police Department,False,12,False,100.0
HARLINGEN PD,Cameron County,65186,2018-01-01,6,2,10,51,1201,336,1763,142,10,1,7,12,2021-12-31,Police Department,False,12,False,100.0
HIDALGO CO CONSTABLE PCT 1,Hidalgo County,0,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,1,2021-12-31,Constable,False,12,False,8.33
HIDALGO CO CONSTABLE PCT 4,Hidalgo County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Constable,False,0,False,0.0
HIDALGO CO CONSTABLE PCT. 5,Hidalgo County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Constable,False,0,False,0.0
HIDALGO CO SO,Hidalgo County,250859,2019-09-01,10,0,123,81,3330,542,1908,381,10,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
HIDALGO PD,Hidalgo County,14488,2021-01-01,1,0,7,1,116,19,100,14,1,0,0,12,2021-12-31,Police Department,False,12,False,100.0
HORIZON CITY PD,El Paso County,20628,2021-01-01,0,0,15,3,95,18,87,11,1,0,0,12,2021-12-31,Police Department,False,12,False,100.0
HUDSPETH CO SO,Hudspeth County,5037,2018-04-01,0,0,3,0,27,1,2,1,0,0,0,11,2021-12-31,Sheriff's Office,False,12,False,91.67
JEFF DAVIS CO SO,Jeff Davis County,2186,2021-01-01,0,0,0,0,9,0,1,1,0,0,0,7,2021-12-31,Sheriff's Office,False,12,False,58.33
KINNEY CO SO,Kinney County,1962,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Sheriff's Office,False,0,False,0.0
LA FERIA PD,Cameron County,7243,2021-01-01,0,1,6,2,83,18,61,12,1,0,0,12,2021-12-31,Police Department,False,12,False,100.0
LA GRULLA PD,Starr County,1688,2018-05-01,0,0,0,1,18,5,4,1,0,0,0,10,2021-12-31,Police Department,False,12,False,83.33
LA JOYA PD,Hidalgo County,4638,2021-01-01,0,0,4,0,19,4,10,0,0,0,0,10,2021-12-31,Police Department,False,12,False,83.33
LA VILLA PD,Hidalgo County,2989,2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,12,False,0.0
LAGUNA VISTA PD,Cameron County,3223,2018-04-01,0,0,0,0,17,2,11,0,0,0,0,10,2021-12-31,Police Department,False,12,False,83.33
LAREDO ISD PD,Webb County,0,2020-09-01,0,0,0,0,26,0,4,0,1,0,0,6,2021-12-31,Police Department,False,12,False,50.0
LAREDO PD,Webb County,266489,2019-01-01,13,2,110,95,2313,407,2668,220,60,0,0,12,2021-12-31,Police Department,False,12,False,100.0
LOS FRESNOS PD,Cameron County,7908,2017-10-01,0,0,2,2,39,8,75,3,0,0,0,12,2021-12-31,Police Department,False,12,False,100.0
MARFA PD,Presidio County,1555,2021-01-01,0,0,0,0,7,0,2,0,0,0,0,4,2021-12-31,Police Department,False,12,False,33.33
MAVERICK CO SO,Maverick County,28396,2021-01-01,3,0,17,6,191,211,259,62,3,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
MCALLEN ISD PD,Hidalgo County,0,2020-11-01,0,0,0,0,72,2,13,0,0,0,0,10,2021-12-31,Police Department,False,12,False,83.33
MCALLEN PD,Hidalgo County,144973,2021-01-01,0,0,44,18,2248,107,2481,41,12,0,0,12,2021-12-31,Police Department,False,12,False,100.0
MERCEDES PD,Hidalgo County,16684,2020-07-01,1,0,9,5,306,46,336,36,3,0,0,12,2021-12-31,Police Department,False,12,False,100.0
MISSION PD,Hidalgo County,85163,2021-10-01,2,0,19,8,264,43,263,24,1,0,0,4,2021-12-31,Police Department,False,3,True,100.0
PALM VALLEY PD,Cameron County,1223,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,12,False,0.0
PALMHURST PD,Hidalgo County,2735,2019-10-01,0,0,1,2,33,2,91,0,0,0,0,12,2021-12-31,Police Department,False,12,False,100.0
PALMVIEW PD,Hidalgo County,5875,2018-02-01,3,0,8,5,216,53,149,25,0,0,0,12,2021-12-31,Police Department,False,12,False,100.0
PENITAS PD,Hidalgo County,4625,2019-01-01,0,0,2,1,44,10,29,10,0,0,0,12,2021-12-31,Police Department,False,12,False,100.0
PHARR PD,Hidalgo County,80436,2021-01-01,6,0,52,15,1127,161,1064,86,2,0,0,12,2021-12-31,Police Department,False,12,False,100.0
POINT ISABEL ISD PD,Cameron County,0,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,0,False,0.0
PORT ISABEL PD,Cameron County,6217,2018-01-01,0,0,1,0,47,1,37,0,1,0,0,12,2021-12-31,Police Department,False,12,False,100.0
PORT OF BROWNSVILLE PD,Cameron County,0,2019-09-01,0,0,0,0,4,3,4,1,1,0,0,8,2021-12-31,Police Department,False,12,False,66.67
PRESIDIO CO SO,Presidio County,1060,2018-10-01,0,0,0,0,1,0,0,0,0,0,0,1,2021-12-31,Sheriff's Office,False,12,False,8.33
PRESIDIO PD,Presidio County,3707,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,0,False,0.0
PRIMERA PD,Cameron County,5394,2021-01-01,0,0,0,0,25,0,2,0,0,0,0,11,2021-12-31,Police Department,False,12,False,91.67
RANCHO VIEJO PD,Cameron County,2447,2020-11-01,0,0,0,0,8,2,18,0,0,0,0,9,2021-12-31,Police Department,False,12,False,75.0
RIO GRANDE CITY ISD PD,Starr County,0,2021-01-01,0,0,1,0,15,0,8,0,0,0,0,8,2021-12-31,Police Department,False,12,False,66.67
RIO GRANDE CITY PD,Starr County,14498,2019-07-01,0,0,2,0,46,76,148,21,2,0,0,12,2021-12-31,Police Department,False,12,False,100.0
RIO HONDO PD,Cameron County,2669,2019-01-01,0,0,2,0,9,5,10,3,0,0,0,10,2021-12-31,Police Department,False,12,False,83.33
ROMA ISD PD,Starr County,0,2019-03-01,0,0,0,0,25,0,5,0,0,0,0,6,2021-12-31,Police Department,False,12,False,50.0
ROMA PD,Starr County,11534,2016-12-01,0,0,6,0,121,19,69,13,1,0,0,12,2021-12-31,Police Department,False,12,False,100.0
SAN BENITO PD,Cameron County,24065,2020-11-01,1,0,5,8,144,80,347,42,0,2,0,12,2021-12-31,Police Department,False,12,False,100.0
SAN ELIZARIO MARSHALS OFFICE,El Paso County,9041,2021-01-01,0,0,3,1,24,4,20,2,0,0,0,11,2021-12-31,,False,12,False,91.67
SAN JUAN PD,Hidalgo County,37333,2016-11-01,0,0,10,9,320,52,439,35,0,0,0,12,2021-12-31,Police Department,False,12,False,100.0
SANTA ROSA ISD PD,Cameron County,0,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,0,False,0.0
SOCORRO ISD PD,El Paso County,0,2021-01-01,0,0,4,0,52,2,16,0,0,0,0,10,2021-12-31,Sheriff's Office,False,12,False,83.33
SOCORRO PD,El Paso County,36282,2021-01-01,1,0,18,6,255,52,187,57,3,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
SOUTH PADRE ISLAND PD,Cameron County,2744,2018-01-01,5,0,14,5,302,15,297,13,0,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
STARR CO SO,Starr County,36223,2021-01-01,0,0,6,1,150,74,53,15,4,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
SUL ROSS STATE UNIV PD,Brewster County,0,2018-04-01,0,0,0,0,5,0,2,0,0,0,0,4,2021-12-31,Police Department,True,12,False,33.33
SULLIVAN CITY PD,Hidalgo County,4239,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,12,False,0.0
TERRELL CO SO,Terrell County,670,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Sheriff's Office,False,12,False,0.0
TSTC: HARLINGEN PD,Cameron County,0,2020-10-01,0,0,1,0,6,0,3,0,0,0,0,5,2021-12-31,Police Department,False,12,False,41.67
TX A&M UNIV INTERNATIONAL PD,Webb County,0,2021-01-01,0,0,0,0,0,1,14,0,0,0,0,7,2021-12-31,Police Department,True,12,False,58.33
UNITED ISD PD,Webb County,0,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Police Department,False,12,False,0.0
UNIV OF TX RIO GRANDE VALLEY PD,Hidalgo County,0,2020-02-01,0,0,2,0,7,2,32,0,0,0,0,11,2021-12-31,Police Department,True,12,False,91.67
UNIV OF TX: EL PASO PD,El Paso County,0,2020-05-01,0,0,0,0,19,5,22,1,0,0,0,11,2021-12-31,Sheriff's Office,True,12,False,91.67
VAL VERDE CO SO,Val Verde County,12849,2020-03-01,0,0,11,2,283,65,52,14,1,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
WEBB CO CONSTABLE PCT 1 (PD),Webb County,0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-31,Constable,False,0,False,0.0
WEBB CO SO,Webb County,6586,2019-09-01,0,0,8,4,193,40,131,48,1,0,53,12,2021-12-31,Sheriff's Office,False,12,False,100.0
WESLACO PD,Hidalgo County,43954,2021-01-01,1,0,45,32,753,132,1013,34,0,0,0,12,2021-12-31,Police Department,False,12,False,100.0
ZAPATA CO SO,Zapata County,14039,2020-01-01,0,0,0,0,55,26,37,1,0,0,0,12,2021-12-31,Sheriff's Office,False,12,False,100.0
ALAMO PD,Hidalgo County,20383,2018-08-01,0,0,20,14,129,153,646,50,1,0,0,12,2022-12-31,Police Department,False,12,False,100.0
ALPINE PD,Brewster County,5757,2020-04-01,0,0,1,0,32,5,7,1,2,0,0,12,2022-12-31,Police Department,False,12,False,100.0
ALTON PD,Hidalgo County,19391,2019-09-01,0,0,1,6,102,33,158,22,1,0,0,11,2022-12-31,Police Department,False,12,False,91.67
ANTHONY PD,El Paso County,3662,2020-12-01,0,0,2,3,37,0,30,10,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
BREWSTER CO SO,Brewster County,3634,2015-01-01,0,0,0,1,6,2,5,3,0,0,0,7,2022-12-31,Sheriff's Office,False,12,False,58.33
BROWNSVILLE ISD PD,Cameron County,0,2020-10-01,0,0,0,0,316,4,85,0,0,0,0,11,2022-12-31,Police Department,False,12,False,91.67
BROWNSVILLE PD,Cameron County,188906,2018-03-01,4,2,74,127,2685,411,2935,193,18,1,0,12,2022-12-31,Police Department,False,12,False,100.0
CAMERON CO CONSTABLE PCT 3,Cameron County,0,2023-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Constable,False,0,False,0.0
CAMERON CO CONSTABLE PCT 4,Cameron County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Constable,False,0,False,0.0
CAMERON CO SO,Cameron County,96998,2021-01-01,4,1,55,17,1276,160,475,98,7,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
CLINT PD,El Paso County,925,2021-01-01,0,0,0,0,2,1,1,0,0,0,0,4,2022-12-31,Police Department,False,12,False,33.33
COMBES PD,Cameron County,3071,2019-10-01,0,0,2,0,20,7,23,9,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
DEL RIO PD,Val Verde County,34495,2022-01-01,1,1,16,13,269,154,322,30,7,0,0,12,2022-12-31,Police Department,False,12,False,100.0
DONNA PD,Hidalgo County,16842,2017-04-01,2,1,11,6,200,55,352,49,4,2,0,12,2022-12-31,Police Department,False,12,False,100.0
EAGLE PASS PD,Maverick County,28811,2021-01-01,0,0,1,10,314,168,533,84,2,0,1,12,2022-12-31,Police Department,False,12,False,100.0
EDCOUCH PD,Hidalgo County,2708,2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Police Department,False,12,False,0.0
EDINBURG CISD PD,Hidalgo County,0,2020-12-01,0,0,2,0,120,0,9,0,0,0,0,11,2022-12-31,Police Department,False,12,False,91.67
EDINBURG PD,Hidalgo County,104987,2021-01-01,3,0,68,59,1866,232,2028,91,6,0,0,12,2022-12-31,Police Department,False,12,False,100.0
EL PASO CO SO,El Paso County,120450,2019-10-01,10,3,51,31,1731,141,684,197,12,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
EL PASO COMM COLLEGE PD,El Paso County,0,2021-01-01,0,0,0,0,2,0,9,0,0,0,0,7,2022-12-31,Sheriff's Office,True,12,False,58.33
EL PASO ISD PD,El Paso County,0,2021-01-01,0,0,4,2,230,14,63,1,1,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
EL PASO PD,El Paso County,678232,2019-08-01,22,5,302,271,7405,981,7169,1461,62,1,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
ELSA PD,Hidalgo County,5683,2021-01-01,1,0,2,2,86,45,205,10,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
HARLINGEN PD,Cameron County,72047,2018-01-01,3,0,12,52,1075,261,1669,130,11,1,0,12,2022-12-31,Police Department,False,12,False,100.0
HIDALGO CO CONSTABLE PCT 1,Hidalgo County,0,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,1,2022-12-31,Constable,False,12,False,8.33
HIDALGO CO CONSTABLE PCT 4,Hidalgo County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Constable,False,0,False,0.0
HIDALGO CO CONSTABLE PCT. 5,Hidalgo County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Constable,False,0,False,0.0
HIDALGO CO SO,Hidalgo County,262967,2019-09-01,14,0,103,100,3481,560,1959,415,14,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
HIDALGO PD,Hidalgo County,14468,2021-01-01,1,4,4,3,69,14,152,18,1,0,0,12,2022-12-31,Police Department,False,12,False,100.0
HORIZON CITY PD,El Paso County,23726,2021-01-01,0,0,4,1,122,24,143,32,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
HUDSPETH CO SO,Hudspeth County,3401,2018-04-01,0,0,0,0,1,3,0,1,0,0,0,5,2022-12-31,Sheriff's Office,False,12,False,41.67
JEFF DAVIS CO SO,Jeff Davis County,1932,2021-01-01,0,0,0,0,4,1,2,2,0,0,0,8,2022-12-31,Sheriff's Office,False,12,False,66.67
KINNEY CO SO,Kinney County,1755,2022-08-01,0,0,0,0,2,0,0,2,0,0,0,2,2022-12-31,Sheriff's Office,False,5,False,40.0
LA FERIA PD,Cameron County,6791,2021-01-01,0,0,8,2,83,24,138,7,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
LA GRULLA PD,Starr County,1208,2018-05-01,0,0,0,2,14,1,4,3,1,0,0,11,2022-12-31,Police Department,False,12,False,91.67
LA JOYA PD,Hidalgo County,4666,2021-01-01,0,0,5,0,23,9,16,0,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
LA VILLA PD,Hidalgo County,2782,2015-07-01,0,0,2,0,11,4,20,2,0,0,0,6,2022-12-31,Police Department,False,12,False,50.0
LAGUNA VISTA PD,Cameron County,3673,2018-04-01,0,0,1,0,11,5,10,0,0,0,0,9,2022-12-31,Police Department,False,12,False,75.0
LAREDO ISD PD,Webb County,0,2020-09-01,0,0,0,0,58,0,3,0,1,0,0,9,2022-12-31,Police Department,False,12,False,75.0
LAREDO PD,Webb County,256973,2019-01-01,12,1,72,130,2179,412,2678,284,36,0,26,12,2022-12-31,Police Department,False,12,False,100.0
LOS FRESNOS PD,Cameron County,8164,2017-10-01,0,0,3,0,49,4,112,4,0,0,0,11,2022-12-31,Police Department,False,12,False,91.67
MARFA PD,Presidio County,1749,2021-01-01,0,0,0,0,8,0,3,1,0,0,0,10,2022-12-31,Police Department,False,12,False,83.33
MAVERICK CO SO,Maverick County,29808,2021-01-01,0,0,15,6,193,175,254,56,1,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
MCALLEN ISD PD,Hidalgo County,0,2020-11-01,0,0,0,0,171,0,43,1,0,0,0,11,2022-12-31,Police Department,False,12,False,91.67
MCALLEN PD,Hidalgo County,145510,2021-01-01,5,6,58,42,2162,159,2629,64,13,0,0,12,2022-12-31,Police Department,False,12,False,100.0
MERCEDES PD,Hidalgo County,16365,2020-07-01,0,0,13,7,404,49,393,40,4,0,0,12,2022-12-31,Police Department,False,12,False,100.0
MISSION PD,Hidalgo County,86577,2021-10-01,1,0,74,30,899,162,1183,119,6,3,0,12,2022-12-31,Police Department,False,12,False,100.0
PALM VALLEY PD,Cameron County,1384,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Police Department,False,12,False,0.0
PALMHURST PD,Hidalgo County,2600,2019-10-01,0,0,1,1,21,4,174,1,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
PALMVIEW PD,Hidalgo County,15919,2018-02-01,0,1,5,7,207,71,151,14,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
PENITAS PD,Hidalgo County,6348,2019-01-01,0,0,2,1,23,5,26,2,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
PHARR PD,Hidalgo County,79558,2021-01-01,0,3,55,28,931,167,964,117,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
POINT ISABEL ISD PD,Cameron County,0,2022-01-01,0,0,0,0,2,0,0,0,0,0,0,1,2022-12-31,Police Department,False,12,False,8.33
PORT ISABEL PD,Cameron County,5165,2018-01-01,0,0,4,0,82,13,88,10,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
PORT OF BROWNSVILLE PD,Cameron County,0,2019-09-01,0,0,0,0,1,4,0,0,0,0,0,4,2022-12-31,Police Department,False,12,False,33.33
PRESIDIO CO SO,Presidio County,1131,2018-10-01,0,0,0,0,0,1,0,0,0,0,0,1,2022-12-31,Sheriff's Office,False,12,False,8.33
PRESIDIO PD,Presidio County,3335,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Police Department,False,0,False,0.0
PRIMERA PD,Cameron County,5319,2021-01-01,0,0,1,0,20,1,7,1,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
RANCHO VIEJO PD,Cameron County,2867,2020-11-01,0,0,0,0,5,4,15,1,0,0,0,9,2022-12-31,Police Department,False,12,False,75.0
RIO GRANDE CITY ISD PD,Starr County,0,2021-01-01,0,0,0,0,10,0,6,0,0,0,0,9,2022-12-31,Police Department,False,12,False,75.0
RIO GRANDE CITY PD,Starr County,15705,2019-07-01,1,0,0,2,42,72,179,22,1,0,0,12,2022-12-31,Police Department,False,12,False,100.0
RIO HONDO PD,Cameron County,2012,2019-01-01,0,0,1,1,20,4,28,3,0,0,0,11,2022-12-31,Police Department,False,12,False,91.67
ROMA ISD PD,Starr County,0,2019-03-01,0,0,0,0,31,0,1,0,0,0,0,10,2022-12-31,Police Department,False,12,False,83.33
ROMA PD,Starr County,11547,2016-12-01,0,0,2,2,122,12,67,9,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
SAN BENITO PD,Cameron County,24712,2020-11-01,0,0,0,10,167,66,335,37,2,1,10,12,2022-12-31,Police Department,False,12,False,100.0
SAN ELIZARIO MARSHALS OFFICE,El Paso County,10080,2021-01-01,0,0,0,1,15,6,20,6,0,0,0,11,2022-12-31,,False,12,False,91.67
SAN JUAN PD,Hidalgo County,35806,2016-11-01,0,0,13,14,372,79,571,53,2,0,0,12,2022-12-31,Police Department,False,12,False,100.0
SANTA ROSA ISD PD,Cameron County,0,2022-01-01,0,0,0,0,7,0,0,0,0,0,0,5,2022-12-31,Police Department,False,12,False,41.67
SOCORRO ISD PD,El Paso County,0,2021-01-01,0,0,5,1,117,2,16,2,1,0,0,11,2022-12-31,Sheriff's Office,False,12,False,91.67
SOCORRO PD,El Paso County,37952,2021-01-01,3,0,22,9,303,41,189,59,1,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
SOUTH PADRE ISLAND PD,Cameron County,2048,2018-01-01,0,0,13,5,190,12,259,19,0,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
STARR CO SO,Starr County,38202,2021-01-01,0,0,8,3,174,50,55,29,2,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
SUL ROSS STATE UNIV PD,Brewster County,0,2018-04-01,0,0,0,0,2,3,3,0,0,0,0,6,2022-12-31,Police Department,True,12,False,50.0
SULLIVAN CITY PD,Hidalgo County,3896,2019-09-01,0,0,0,1,34,12,26,2,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
TERRELL CO SO,Terrell County,709,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Sheriff's Office,False,12,False,0.0
TSTC: HARLINGEN PD,Cameron County,0,2020-10-01,0,0,0,0,3,0,1,0,0,0,0,4,2022-12-31,Police Department,False,12,False,33.33
TX A&M UNIV INTERNATIONAL PD,Webb County,0,2021-01-01,0,0,1,0,4,0,14,0,0,0,0,10,2022-12-31,Police Department,True,12,False,83.33
UNITED ISD PD,Webb County,0,2020-12-01,0,0,0,0,37,0,0,0,0,0,0,6,2022-12-31,Police Department,False,12,False,50.0
UNIV OF TX RIO GRANDE VALLEY PD,Hidalgo County,0,2020-02-01,0,0,2,0,16,2,55,1,0,0,0,12,2022-12-31,Police Department,True,12,False,100.0
UNIV OF TX: EL PASO PD,El Paso County,0,2020-05-01,0,0,0,0,21,3,91,3,1,0,0,12,2022-12-31,Sheriff's Office,True,12,False,100.0
VAL VERDE CO SO,Val Verde County,13336,2020-03-01,1,0,11,11,205,45,85,8,3,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
WEBB CO CONSTABLE PCT 1 (PD),Webb County,0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,Constable,False,0,False,0.0
WEBB CO SO,Webb County,8945,2019-09-01,0,1,10,3,134,26,105,28,2,2,66,12,2022-12-31,Sheriff's Office,False,12,False,100.0
WESLACO PD,Hidalgo County,41478,2021-01-01,1,1,27,26,772,127,1109,34,0,0,0,12,2022-12-31,Police Department,False,12,False,100.0
ZAPATA CO SO,Zapata County,14016,2020-01-01,0,0,1,0,39,12,22,0,0,0,0,12,2022-12-31,Sheriff's Office,False,12,False,100.0
ALAMO PD,Hidalgo County,20383,2018-08-01,1,0,14,4,164,96,726,62,2,0,0,12,2023-12-31,Police Department,False,12,False,100.0
ALPINE PD,Brewster County,5757,2020-04-01,0,0,0,0,19,1,2,0,0,0,0,9,2023-12-31,Police Department,False,12,False,75.0
ALTON PD,Hidalgo County,19391,2019-09-01,1,0,2,9,157,80,159,22,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
ANTHONY PD,El Paso County,3662,2020-12-01,0,0,3,0,52,4,27,7,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
BREWSTER CO SO,Brewster County,3634,2015-01-01,0,0,0,0,18,11,4,1,0,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
BROWNSVILLE ISD PD,Cameron County,0,2020-10-01,0,0,0,0,351,4,60,0,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
BROWNSVILLE PD,Cameron County,188906,2018-03-01,9,3,44,110,2556,429,3053,411,22,1,0,12,2023-12-31,Police Department,False,12,False,100.0
CAMERON CO CONSTABLE PCT 3,Cameron County,0,2023-11-01,0,0,0,0,2,0,0,0,0,0,0,2,2023-12-31,Constable,False,2,False,100.0
CAMERON CO CONSTABLE PCT 4,Cameron County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-31,Constable,False,4,False,0.0
CAMERON CO SO,Cameron County,96998,2021-01-01,6,0,44,32,1268,178,505,97,5,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
CLINT PD,El Paso County,925,2021-01-01,0,0,0,0,2,0,2,0,0,0,0,3,2023-12-31,Police Department,False,12,False,25.0
COMBES PD,Cameron County,3071,2019-10-01,0,0,1,0,13,4,30,5,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
DEL RIO PD,Val Verde County,34495,2022-01-01,0,0,17,2,275,142,386,25,3,0,0,12,2023-12-31,Police Department,False,12,False,100.0
DONNA PD,Hidalgo County,16842,2017-04-01,2,0,11,14,250,78,457,74,0,1,0,12,2023-12-31,Police Department,False,12,False,100.0
EAGLE PASS PD,Maverick County,28811,2021-01-01,0,0,1,7,302,137,454,73,3,0,0,12,2023-12-31,Police Department,False,12,False,100.0
EDCOUCH PD,Hidalgo County,2708,2015-07-01,0,0,0,0,16,1,8,1,0,0,0,8,2023-12-31,Police Department,False,12,False,66.67
EDINBURG CISD PD,Hidalgo County,0,2020-12-01,0,0,1,0,167,0,25,0,0,0,0,11,2023-12-31,Police Department,False,12,False,91.67
EDINBURG PD,Hidalgo County,104987,2021-01-01,2,0,82,30,1856,173,2033,125,4,0,0,12,2023-12-31,Police Department,False,12,False,100.0
EL PASO CO SO,El Paso County,120450,2019-10-01,7,0,46,20,1977,173,644,233,3,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
EL PASO COMM COLLEGE PD,El Paso County,0,2021-01-01,0,0,0,0,3,0,10,0,0,0,0,8,2023-12-31,Sheriff's Office,True,12,False,66.67
EL PASO ISD PD,El Paso County,0,2021-01-01,0,0,0,3,196,9,62,2,0,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
EL PASO PD,El Paso County,678232,2019-08-01,33,4,256,305,7496,1118,7300,2207,94,2,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
